tier,tier_code,geo,year,barrier,barrier_code,exposure_pct,tier_mean_pct,deviation_pp,coefficient,contribution_pp,actual_adoption_pct,expected_adoption_pct,gap_pp,unexplained_pp
Large (250+),LARGE_GE250,ES,2025,Privacy and data protection,E_AI_BCDP,57.8,41.5,16.3,-0.0912,-1.49,57.5,56.7,0.7,-1.73
Large (250+),LARGE_GE250,ES,2025,Cost too high,E_AI_BCST,42.3,45.1,-2.8,-0.4143,1.14,57.5,56.7,0.7,-1.73
Large (250+),LARGE_GE250,ES,2025,Data availability or quality,E_AI_BDDT,51.8,44.3,7.4,0.3716,2.77,57.5,56.7,0.7,-1.73
Large (250+),LARGE_GE250,ES,2025,Incompatible with existing systems,E_AI_BINC,31.2,45.7,-14.4,0.0758,-1.09,57.5,56.7,0.7,-1.73
Large (250+),LARGE_GE250,ES,2025,Lack of expertise,E_AI_BLE,74.6,62.9,11.7,0.3877,4.54,57.5,56.7,0.7,-1.73
Large (250+),LARGE_GE250,ES,2025,Legal consequences unclear,E_AI_BLEG,47.7,38.2,9.5,-0.1717,-1.63,57.5,56.7,0.7,-1.73
Large (250+),LARGE_GE250,ES,2025,AI not useful for us,E_AI_BNU,7.2,12.4,-5.2,0.3377,-1.75,57.5,56.7,0.7,-1.73
Large (250+),LARGE_GE250,FI,2021,Privacy and data protection,E_AI_BCDP,28.9,41.5,-12.6,-0.0912,1.15,51.2,28.5,22.7,9.5
Large (250+),LARGE_GE250,FI,2021,Cost too high,E_AI_BCST,29.0,45.1,-16.0,-0.4143,6.65,51.2,28.5,22.7,9.5
Large (250+),LARGE_GE250,FI,2021,Data availability or quality,E_AI_BDDT,53.1,44.3,8.8,0.3716,3.27,51.2,28.5,22.7,9.5
Large (250+),LARGE_GE250,FI,2021,Incompatible with existing systems,E_AI_BINC,61.9,45.7,16.2,0.0758,1.23,51.2,28.5,22.7,9.5
Large (250+),LARGE_GE250,FI,2021,Lack of expertise,E_AI_BLE,53.6,62.9,-9.3,0.3877,-3.61,51.2,28.5,22.7,9.5
Large (250+),LARGE_GE250,FI,2021,Legal consequences unclear,E_AI_BLEG,19.9,38.2,-18.3,-0.1717,3.15,51.2,28.5,22.7,9.5
Large (250+),LARGE_GE250,FI,2021,AI not useful for us,E_AI_BNU,16.5,12.4,4.1,0.3377,1.39,51.2,28.5,22.7,9.5
Large (250+),LARGE_GE250,FI,2023,Privacy and data protection,E_AI_BCDP,36.6,41.5,-4.8,-0.0912,0.44,53.3,28.8,24.6,12.55
Large (250+),LARGE_GE250,FI,2023,Cost too high,E_AI_BCST,29.1,45.1,-16.0,-0.4143,6.62,53.3,28.8,24.6,12.55
Large (250+),LARGE_GE250,FI,2023,Data availability or quality,E_AI_BDDT,52.6,44.3,8.3,0.3716,3.09,53.3,28.8,24.6,12.55
Large (250+),LARGE_GE250,FI,2023,Incompatible with existing systems,E_AI_BINC,51.3,45.7,5.6,0.0758,0.42,53.3,28.8,24.6,12.55
Large (250+),LARGE_GE250,FI,2023,Lack of expertise,E_AI_BLE,61.2,62.9,-1.7,0.3877,-0.64,53.3,28.8,24.6,12.55
Large (250+),LARGE_GE250,FI,2023,Legal consequences unclear,E_AI_BLEG,23.7,38.2,-14.5,-0.1717,2.48,53.3,28.8,24.6,12.55
Large (250+),LARGE_GE250,FI,2023,AI not useful for us,E_AI_BNU,11.2,12.4,-1.2,0.3377,-0.41,53.3,28.8,24.6,12.55
Large (250+),LARGE_GE250,FI,2025,Privacy and data protection,E_AI_BCDP,68.3,41.5,26.8,-0.0912,-2.45,79.4,56.7,22.7,18.13
Large (250+),LARGE_GE250,FI,2025,Cost too high,E_AI_BCST,22.9,45.1,-22.2,-0.4143,9.19,79.4,56.7,22.7,18.13
Large (250+),LARGE_GE250,FI,2025,Data availability or quality,E_AI_BDDT,58.0,44.3,13.7,0.3716,5.08,79.4,56.7,22.7,18.13
Large (250+),LARGE_GE250,FI,2025,Incompatible with existing systems,E_AI_BINC,48.9,45.7,3.3,0.0758,0.25,79.4,56.7,22.7,18.13
Large (250+),LARGE_GE250,FI,2025,Lack of expertise,E_AI_BLE,51.8,62.9,-11.0,0.3877,-4.28,79.4,56.7,22.7,18.13
Large (250+),LARGE_GE250,FI,2025,Legal consequences unclear,E_AI_BLEG,48.8,38.2,10.7,-0.1717,-1.83,79.4,56.7,22.7,18.13
Large (250+),LARGE_GE250,FI,2025,AI not useful for us,E_AI_BNU,8.3,12.4,-4.1,0.3377,-1.39,79.4,56.7,22.7,18.13
Large (250+),LARGE_GE250,HR,2021,Privacy and data protection,E_AI_BCDP,8.6,41.5,-32.9,-0.0912,3.0,21.5,28.5,-6.9,0.24
Large (250+),LARGE_GE250,HR,2021,Cost too high,E_AI_BCST,66.6,45.1,21.5,-0.4143,-8.93,21.5,28.5,-6.9,0.24
Large (250+),LARGE_GE250,HR,2021,Data availability or quality,E_AI_BDDT,32.7,44.3,-11.6,0.3716,-4.31,21.5,28.5,-6.9,0.24
Large (250+),LARGE_GE250,HR,2021,Incompatible with existing systems,E_AI_BINC,44.7,45.7,-1.0,0.0758,-0.07,21.5,28.5,-6.9,0.24
Large (250+),LARGE_GE250,HR,2021,Lack of expertise,E_AI_BLE,67.3,62.9,4.4,0.3877,1.71,21.5,28.5,-6.9,0.24
Large (250+),LARGE_GE250,HR,2021,Legal consequences unclear,E_AI_BLEG,21.9,38.2,-16.3,-0.1717,2.8,21.5,28.5,-6.9,0.24
Large (250+),LARGE_GE250,HR,2021,AI not useful for us,E_AI_BNU,8.4,12.4,-4.0,0.3377,-1.35,21.5,28.5,-6.9,0.24
Large (250+),LARGE_GE250,HR,2023,Privacy and data protection,E_AI_BCDP,25.1,41.5,-16.4,-0.0912,1.49,19.3,28.8,-9.5,-3.43
Large (250+),LARGE_GE250,HR,2023,Cost too high,E_AI_BCST,46.6,45.1,1.5,-0.4143,-0.63,19.3,28.8,-9.5,-3.43
Large (250+),LARGE_GE250,HR,2023,Data availability or quality,E_AI_BDDT,27.6,44.3,-16.7,0.3716,-6.22,19.3,28.8,-9.5,-3.43
Large (250+),LARGE_GE250,HR,2023,Incompatible with existing systems,E_AI_BINC,41.7,45.7,-4.0,0.0758,-0.3,19.3,28.8,-9.5,-3.43
Large (250+),LARGE_GE250,HR,2023,Lack of expertise,E_AI_BLE,61.4,62.9,-1.5,0.3877,-0.57,19.3,28.8,-9.5,-3.43
Large (250+),LARGE_GE250,HR,2023,Legal consequences unclear,E_AI_BLEG,29.1,38.2,-9.1,-0.1717,1.56,19.3,28.8,-9.5,-3.43
Large (250+),LARGE_GE250,HR,2023,AI not useful for us,E_AI_BNU,8.3,12.4,-4.1,0.3377,-1.39,19.3,28.8,-9.5,-3.43
Large (250+),LARGE_GE250,HR,2024,Privacy and data protection,E_AI_BCDP,20.2,41.5,-21.2,-0.0912,1.94,28.4,42.0,-13.7,-0.38
Large (250+),LARGE_GE250,HR,2024,Cost too high,E_AI_BCST,52.9,45.1,7.8,-0.4143,-3.23,28.4,42.0,-13.7,-0.38
Large (250+),LARGE_GE250,HR,2024,Data availability or quality,E_AI_BDDT,22.3,44.3,-22.0,0.3716,-8.19,28.4,42.0,-13.7,-0.38
Large (250+),LARGE_GE250,HR,2024,Incompatible with existing systems,E_AI_BINC,45.8,45.7,0.2,0.0758,0.01,28.4,42.0,-13.7,-0.38
Large (250+),LARGE_GE250,HR,2024,Lack of expertise,E_AI_BLE,55.1,62.9,-7.8,0.3877,-3.01,28.4,42.0,-13.7,-0.38
Large (250+),LARGE_GE250,HR,2024,Legal consequences unclear,E_AI_BLEG,34.0,38.2,-4.2,-0.1717,0.72,28.4,42.0,-13.7,-0.38
Large (250+),LARGE_GE250,HR,2024,AI not useful for us,E_AI_BNU,7.9,12.4,-4.5,0.3377,-1.52,28.4,42.0,-13.7,-0.38
Large (250+),LARGE_GE250,HR,2025,Privacy and data protection,E_AI_BCDP,39.2,41.5,-2.3,-0.0912,0.21,39.6,56.7,-17.1,-10.7
Large (250+),LARGE_GE250,HR,2025,Cost too high,E_AI_BCST,52.6,45.1,7.5,-0.4143,-3.11,39.6,56.7,-17.1,-10.7
Large (250+),LARGE_GE250,HR,2025,Data availability or quality,E_AI_BDDT,32.5,44.3,-11.8,0.3716,-4.4,39.6,56.7,-17.1,-10.7
Large (250+),LARGE_GE250,HR,2025,Incompatible with existing systems,E_AI_BINC,47.7,45.7,2.0,0.0758,0.15,39.6,56.7,-17.1,-10.7
Large (250+),LARGE_GE250,HR,2025,Lack of expertise,E_AI_BLE,59.2,62.9,-3.6,0.3877,-1.41,39.6,56.7,-17.1,-10.7
Large (250+),LARGE_GE250,HR,2025,Legal consequences unclear,E_AI_BLEG,35.7,38.2,-2.5,-0.1717,0.44,39.6,56.7,-17.1,-10.7
Large (250+),LARGE_GE250,HR,2025,AI not useful for us,E_AI_BNU,17.3,12.4,5.0,0.3377,1.68,39.6,56.7,-17.1,-10.7
Large (250+),LARGE_GE250,HU,2021,Privacy and data protection,E_AI_BCDP,34.3,41.5,-7.2,-0.0912,0.65,13.2,28.5,-15.2,-7.9
Large (250+),LARGE_GE250,HU,2021,Cost too high,E_AI_BCST,59.2,45.1,14.2,-0.4143,-5.87,13.2,28.5,-15.2,-7.9
Large (250+),LARGE_GE250,HU,2021,Data availability or quality,E_AI_BDDT,38.8,44.3,-5.6,0.3716,-2.06,13.2,28.5,-15.2,-7.9
Large (250+),LARGE_GE250,HU,2021,Incompatible with existing systems,E_AI_BINC,42.5,45.7,-3.1,0.0758,-0.24,13.2,28.5,-15.2,-7.9
Large (250+),LARGE_GE250,HU,2021,Lack of expertise,E_AI_BLE,55.7,62.9,-7.2,0.3877,-2.79,13.2,28.5,-15.2,-7.9
Large (250+),LARGE_GE250,HU,2021,Legal consequences unclear,E_AI_BLEG,26.7,38.2,-11.5,-0.1717,1.97,13.2,28.5,-15.2,-7.9
Large (250+),LARGE_GE250,HU,2021,AI not useful for us,E_AI_BNU,15.4,12.4,3.0,0.3377,1.01,13.2,28.5,-15.2,-7.9
Large (250+),LARGE_GE250,HU,2023,Privacy and data protection,E_AI_BCDP,39.1,41.5,-2.4,-0.0912,0.22,17.4,28.8,-11.3,-6.68
Large (250+),LARGE_GE250,HU,2023,Cost too high,E_AI_BCST,60.1,45.1,15.0,-0.4143,-6.21,17.4,28.8,-11.3,-6.68
Large (250+),LARGE_GE250,HU,2023,Data availability or quality,E_AI_BDDT,42.6,44.3,-1.7,0.3716,-0.62,17.4,28.8,-11.3,-6.68
Large (250+),LARGE_GE250,HU,2023,Incompatible with existing systems,E_AI_BINC,55.0,45.7,9.3,0.0758,0.71,17.4,28.8,-11.3,-6.68
Large (250+),LARGE_GE250,HU,2023,Lack of expertise,E_AI_BLE,58.4,62.9,-4.5,0.3877,-1.74,17.4,28.8,-11.3,-6.68
Large (250+),LARGE_GE250,HU,2023,Legal consequences unclear,E_AI_BLEG,35.0,38.2,-3.2,-0.1717,0.54,17.4,28.8,-11.3,-6.68
Large (250+),LARGE_GE250,HU,2023,AI not useful for us,E_AI_BNU,19.6,12.4,7.3,0.3377,2.45,17.4,28.8,-11.3,-6.68
Large (250+),LARGE_GE250,HU,2024,Privacy and data protection,E_AI_BCDP,49.7,41.5,8.2,-0.0912,-0.75,23.5,42.0,-18.6,-11.08
Large (250+),LARGE_GE250,HU,2024,Cost too high,E_AI_BCST,50.1,45.1,5.0,-0.4143,-2.07,23.5,42.0,-18.6,-11.08
Large (250+),LARGE_GE250,HU,2024,Data availability or quality,E_AI_BDDT,39.8,44.3,-4.5,0.3716,-1.69,23.5,42.0,-18.6,-11.08
Large (250+),LARGE_GE250,HU,2024,Incompatible with existing systems,E_AI_BINC,48.7,45.7,3.0,0.0758,0.23,23.5,42.0,-18.6,-11.08
Large (250+),LARGE_GE250,HU,2024,Lack of expertise,E_AI_BLE,61.7,62.9,-1.2,0.3877,-0.46,23.5,42.0,-18.6,-11.08
Large (250+),LARGE_GE250,HU,2024,Legal consequences unclear,E_AI_BLEG,43.8,38.2,5.6,-0.1717,-0.96,23.5,42.0,-18.6,-11.08
Large (250+),LARGE_GE250,HU,2024,AI not useful for us,E_AI_BNU,7.1,12.4,-5.3,0.3377,-1.78,23.5,42.0,-18.6,-11.08
Large (250+),LARGE_GE250,HU,2025,Privacy and data protection,E_AI_BCDP,64.2,41.5,22.7,-0.0912,-2.07,40.0,56.7,-16.7,-7.07
Large (250+),LARGE_GE250,HU,2025,Cost too high,E_AI_BCST,43.9,45.1,-1.2,-0.4143,0.5,40.0,56.7,-16.7,-7.07
Large (250+),LARGE_GE250,HU,2025,Data availability or quality,E_AI_BDDT,37.2,44.3,-7.1,0.3716,-2.63,40.0,56.7,-16.7,-7.07
Large (250+),LARGE_GE250,HU,2025,Incompatible with existing systems,E_AI_BINC,39.8,45.7,-5.9,0.0758,-0.44,40.0,56.7,-16.7,-7.07
Large (250+),LARGE_GE250,HU,2025,Lack of expertise,E_AI_BLE,55.7,62.9,-7.2,0.3877,-2.78,40.0,56.7,-16.7,-7.07
Large (250+),LARGE_GE250,HU,2025,Legal consequences unclear,E_AI_BLEG,50.7,38.2,12.5,-0.1717,-2.15,40.0,56.7,-16.7,-7.07
Large (250+),LARGE_GE250,HU,2025,AI not useful for us,E_AI_BNU,12.1,12.4,-0.2,0.3377,-0.08,40.0,56.7,-16.7,-7.07
Large (250+),LARGE_GE250,IT,2023,Privacy and data protection,E_AI_BCDP,30.4,41.5,-11.1,-0.0912,1.01,24.1,28.8,-4.7,-4.34
Large (250+),LARGE_GE250,IT,2023,Cost too high,E_AI_BCST,32.8,45.1,-12.2,-0.4143,5.06,24.1,28.8,-4.7,-4.34
Large (250+),LARGE_GE250,IT,2023,Data availability or quality,E_AI_BDDT,42.4,44.3,-1.9,0.3716,-0.72,24.1,28.8,-4.7,-4.34
Large (250+),LARGE_GE250,IT,2023,Incompatible with existing systems,E_AI_BINC,36.1,45.7,-9.6,0.0758,-0.72,24.1,28.8,-4.7,-4.34
Large (250+),LARGE_GE250,IT,2023,Lack of expertise,E_AI_BLE,51.4,62.9,-11.5,0.3877,-4.44,24.1,28.8,-4.7,-4.34
Large (250+),LARGE_GE250,IT,2023,Legal consequences unclear,E_AI_BLEG,30.2,38.2,-8.0,-0.1717,1.38,24.1,28.8,-4.7,-4.34
Large (250+),LARGE_GE250,IT,2023,AI not useful for us,E_AI_BNU,6.7,12.4,-5.7,0.3377,-1.92,24.1,28.8,-4.7,-4.34
Large (250+),LARGE_GE250,IT,2025,Privacy and data protection,E_AI_BCDP,47.5,41.5,6.0,-0.0912,-0.55,53.1,56.7,-3.6,0.27
Large (250+),LARGE_GE250,IT,2025,Cost too high,E_AI_BCST,37.1,45.1,-8.0,-0.4143,3.29,53.1,56.7,-3.6,0.27
Large (250+),LARGE_GE250,IT,2025,Data availability or quality,E_AI_BDDT,40.9,44.3,-3.4,0.3716,-1.26,53.1,56.7,-3.6,0.27
Large (250+),LARGE_GE250,IT,2025,Incompatible with existing systems,E_AI_BINC,35.3,45.7,-10.4,0.0758,-0.78,53.1,56.7,-3.6,0.27
Large (250+),LARGE_GE250,IT,2025,Lack of expertise,E_AI_BLE,55.8,62.9,-7.1,0.3877,-2.74,53.1,56.7,-3.6,0.27
Large (250+),LARGE_GE250,IT,2025,Legal consequences unclear,E_AI_BLEG,40.3,38.2,2.1,-0.1717,-0.36,53.1,56.7,-3.6,0.27
Large (250+),LARGE_GE250,IT,2025,AI not useful for us,E_AI_BNU,8.0,12.4,-4.4,0.3377,-1.48,53.1,56.7,-3.6,0.27
Large (250+),LARGE_GE250,LT,2021,Privacy and data protection,E_AI_BCDP,39.5,41.5,-2.0,-0.0912,0.18,18.8,28.5,-9.6,5.33
Large (250+),LARGE_GE250,LT,2021,Cost too high,E_AI_BCST,60.5,45.1,15.5,-0.4143,-6.4,18.8,28.5,-9.6,5.33
Large (250+),LARGE_GE250,LT,2021,Data availability or quality,E_AI_BDDT,43.4,44.3,-0.9,0.3716,-0.33,18.8,28.5,-9.6,5.33
Large (250+),LARGE_GE250,LT,2021,Incompatible with existing systems,E_AI_BINC,48.7,45.7,3.0,0.0758,0.23,18.8,28.5,-9.6,5.33
Large (250+),LARGE_GE250,LT,2021,Lack of expertise,E_AI_BLE,42.1,62.9,-20.8,0.3877,-8.05,18.8,28.5,-9.6,5.33
Large (250+),LARGE_GE250,LT,2021,Legal consequences unclear,E_AI_BLEG,32.9,38.2,-5.3,-0.1717,0.91,18.8,28.5,-9.6,5.33
Large (250+),LARGE_GE250,LT,2021,AI not useful for us,E_AI_BNU,7.9,12.4,-4.5,0.3377,-1.51,18.8,28.5,-9.6,5.33
Large (250+),LARGE_GE250,LT,2023,Privacy and data protection,E_AI_BCDP,46.8,41.5,5.3,-0.0912,-0.48,21.3,28.8,-7.4,-4.16
Large (250+),LARGE_GE250,LT,2023,Cost too high,E_AI_BCST,57.1,45.1,12.1,-0.4143,-5.0,21.3,28.8,-7.4,-4.16
Large (250+),LARGE_GE250,LT,2023,Data availability or quality,E_AI_BDDT,46.8,44.3,2.4,0.3716,0.91,21.3,28.8,-7.4,-4.16
Large (250+),LARGE_GE250,LT,2023,Incompatible with existing systems,E_AI_BINC,53.2,45.7,7.6,0.0758,0.58,21.3,28.8,-7.4,-4.16
Large (250+),LARGE_GE250,LT,2023,Lack of expertise,E_AI_BLE,66.2,62.9,3.4,0.3877,1.3,21.3,28.8,-7.4,-4.16
Large (250+),LARGE_GE250,LT,2023,Legal consequences unclear,E_AI_BLEG,40.3,38.2,2.1,-0.1717,-0.35,21.3,28.8,-7.4,-4.16
Large (250+),LARGE_GE250,LT,2023,AI not useful for us,E_AI_BNU,11.7,12.4,-0.7,0.3377,-0.23,21.3,28.8,-7.4,-4.16
Large (250+),LARGE_GE250,LT,2024,Privacy and data protection,E_AI_BCDP,55.7,41.5,14.2,-0.0912,-1.3,31.2,42.0,-10.8,-10.45
Large (250+),LARGE_GE250,LT,2024,Cost too high,E_AI_BCST,46.4,45.1,1.3,-0.4143,-0.55,31.2,42.0,-10.8,-10.45
Large (250+),LARGE_GE250,LT,2024,Data availability or quality,E_AI_BDDT,47.4,44.3,3.1,0.3716,1.16,31.2,42.0,-10.8,-10.45
Large (250+),LARGE_GE250,LT,2024,Incompatible with existing systems,E_AI_BINC,40.2,45.7,-5.5,0.0758,-0.41,31.2,42.0,-10.8,-10.45
Large (250+),LARGE_GE250,LT,2024,Lack of expertise,E_AI_BLE,75.3,62.9,12.4,0.3877,4.8,31.2,42.0,-10.8,-10.45
Large (250+),LARGE_GE250,LT,2024,Legal consequences unclear,E_AI_BLEG,61.9,38.2,23.7,-0.1717,-4.06,31.2,42.0,-10.8,-10.45
Large (250+),LARGE_GE250,LT,2024,AI not useful for us,E_AI_BNU,12.4,12.4,-0.0,0.3377,-0.0,31.2,42.0,-10.8,-10.45
Large (250+),LARGE_GE250,LU,2024,Privacy and data protection,E_AI_BCDP,34.8,41.5,-6.7,-0.0912,0.61,45.6,42.0,3.6,-14.12
Large (250+),LARGE_GE250,LU,2024,Cost too high,E_AI_BCST,21.8,45.1,-23.3,-0.4143,9.65,45.6,42.0,3.6,-14.12
Large (250+),LARGE_GE250,LU,2024,Data availability or quality,E_AI_BDDT,52.8,44.3,8.5,0.3716,3.18,45.6,42.0,3.6,-14.12
Large (250+),LARGE_GE250,LU,2024,Incompatible with existing systems,E_AI_BINC,25.5,45.7,-20.2,0.0758,-1.53,45.6,42.0,3.6,-14.12
Large (250+),LARGE_GE250,LU,2024,Lack of expertise,E_AI_BLE,80.3,62.9,17.4,0.3877,6.75,45.6,42.0,3.6,-14.12
Large (250+),LARGE_GE250,LU,2024,Legal consequences unclear,E_AI_BLEG,37.9,38.2,-0.3,-0.1717,0.06,45.6,42.0,3.6,-14.12
Large (250+),LARGE_GE250,LU,2024,AI not useful for us,E_AI_BNU,9.3,12.4,-3.0,0.3377,-1.03,45.6,42.0,3.6,-14.12
Large (250+),LARGE_GE250,LU,2025,Privacy and data protection,E_AI_BCDP,58.2,41.5,16.7,-0.0912,-1.53,58.0,56.7,1.3,5.88
Large (250+),LARGE_GE250,LU,2025,Cost too high,E_AI_BCST,41.8,45.1,-3.3,-0.4143,1.36,58.0,56.7,1.3,5.88
Large (250+),LARGE_GE250,LU,2025,Data availability or quality,E_AI_BDDT,32.5,44.3,-11.8,0.3716,-4.4,58.0,56.7,1.3,5.88
Large (250+),LARGE_GE250,LU,2025,Incompatible with existing systems,E_AI_BINC,28.4,45.7,-17.3,0.0758,-1.31,58.0,56.7,1.3,5.88
Large (250+),LARGE_GE250,LU,2025,Lack of expertise,E_AI_BLE,75.1,62.9,12.2,0.3877,4.74,58.0,56.7,1.3,5.88
Large (250+),LARGE_GE250,LU,2025,Legal consequences unclear,E_AI_BLEG,51.3,38.2,13.1,-0.1717,-2.25,58.0,56.7,1.3,5.88
Large (250+),LARGE_GE250,LU,2025,AI not useful for us,E_AI_BNU,8.7,12.4,-3.7,0.3377,-1.23,58.0,56.7,1.3,5.88
Large (250+),LARGE_GE250,LV,2021,Privacy and data protection,E_AI_BCDP,23.3,41.5,-18.1,-0.0912,1.66,17.3,28.5,-11.1,5.26
Large (250+),LARGE_GE250,LV,2021,Cost too high,E_AI_BCST,56.7,45.1,11.6,-0.4143,-4.8,17.3,28.5,-11.1,5.26
Large (250+),LARGE_GE250,LV,2021,Data availability or quality,E_AI_BDDT,23.3,44.3,-21.0,0.3716,-7.79,17.3,28.5,-11.1,5.26
Large (250+),LARGE_GE250,LV,2021,Incompatible with existing systems,E_AI_BINC,40.0,45.7,-5.7,0.0758,-0.43,17.3,28.5,-11.1,5.26
Large (250+),LARGE_GE250,LV,2021,Lack of expertise,E_AI_BLE,36.7,62.9,-26.2,0.3877,-10.16,17.3,28.5,-11.1,5.26
Large (250+),LARGE_GE250,LV,2021,Legal consequences unclear,E_AI_BLEG,16.7,38.2,-21.5,-0.1717,3.7,17.3,28.5,-11.1,5.26
Large (250+),LARGE_GE250,LV,2021,AI not useful for us,E_AI_BNU,16.7,12.4,4.3,0.3377,1.45,17.3,28.5,-11.1,5.26
Large (250+),LARGE_GE250,LV,2023,Privacy and data protection,E_AI_BCDP,42.4,41.5,0.9,-0.0912,-0.09,21.3,28.8,-7.5,-13.02
Large (250+),LARGE_GE250,LV,2023,Cost too high,E_AI_BCST,51.5,45.1,6.4,-0.4143,-2.67,21.3,28.8,-7.5,-13.02
Large (250+),LARGE_GE250,LV,2023,Data availability or quality,E_AI_BDDT,60.6,44.3,16.3,0.3716,6.06,21.3,28.8,-7.5,-13.02
Large (250+),LARGE_GE250,LV,2023,Incompatible with existing systems,E_AI_BINC,54.6,45.7,8.9,0.0758,0.67,21.3,28.8,-7.5,-13.02
Large (250+),LARGE_GE250,LV,2023,Lack of expertise,E_AI_BLE,63.6,62.9,0.8,0.3877,0.29,21.3,28.8,-7.5,-13.02
Large (250+),LARGE_GE250,LV,2023,Legal consequences unclear,E_AI_BLEG,42.4,38.2,4.2,-0.1717,-0.72,21.3,28.8,-7.5,-13.02
Large (250+),LARGE_GE250,LV,2023,AI not useful for us,E_AI_BNU,18.2,12.4,5.8,0.3377,1.96,21.3,28.8,-7.5,-13.02
Large (250+),LARGE_GE250,LV,2024,Privacy and data protection,E_AI_BCDP,50.0,41.5,8.5,-0.0912,-0.78,33.3,42.0,-8.7,-13.31
Large (250+),LARGE_GE250,LV,2024,Cost too high,E_AI_BCST,44.4,45.1,-0.6,-0.4143,0.26,33.3,42.0,-8.7,-13.31
Large (250+),LARGE_GE250,LV,2024,Data availability or quality,E_AI_BDDT,58.3,44.3,14.0,0.3716,5.21,33.3,42.0,-8.7,-13.31
Large (250+),LARGE_GE250,LV,2024,Incompatible with existing systems,E_AI_BINC,52.8,45.7,7.1,0.0758,0.54,33.3,42.0,-8.7,-13.31
Large (250+),LARGE_GE250,LV,2024,Lack of expertise,E_AI_BLE,63.9,62.9,1.0,0.3877,0.39,33.3,42.0,-8.7,-13.31
Large (250+),LARGE_GE250,LV,2024,Legal consequences unclear,E_AI_BLEG,36.1,38.2,-2.1,-0.1717,0.36,33.3,42.0,-8.7,-13.31
Large (250+),LARGE_GE250,LV,2024,AI not useful for us,E_AI_BNU,8.3,12.4,-4.0,0.3377,-1.37,33.3,42.0,-8.7,-13.31
Large (250+),LARGE_GE250,LV,2025,Privacy and data protection,E_AI_BCDP,60.5,41.5,19.0,-0.0912,-1.73,47.1,56.7,-9.6,-0.37
Large (250+),LARGE_GE250,LV,2025,Cost too high,E_AI_BCST,48.8,45.1,3.8,-0.4143,-1.56,47.1,56.7,-9.6,-0.37
Large (250+),LARGE_GE250,LV,2025,Data availability or quality,E_AI_BDDT,39.5,44.3,-4.8,0.3716,-1.77,47.1,56.7,-9.6,-0.37
Large (250+),LARGE_GE250,LV,2025,Incompatible with existing systems,E_AI_BINC,39.5,45.7,-6.1,0.0758,-0.46,47.1,56.7,-9.6,-0.37
Large (250+),LARGE_GE250,LV,2025,Lack of expertise,E_AI_BLE,53.5,62.9,-9.4,0.3877,-3.64,47.1,56.7,-9.6,-0.37
Large (250+),LARGE_GE250,LV,2025,Legal consequences unclear,E_AI_BLEG,37.2,38.2,-1.0,-0.1717,0.17,47.1,56.7,-9.6,-0.37
Large (250+),LARGE_GE250,LV,2025,AI not useful for us,E_AI_BNU,11.6,12.4,-0.7,0.3377,-0.25,47.1,56.7,-9.6,-0.37
Large (250+),LARGE_GE250,MT,2021,Privacy and data protection,E_AI_BCDP,33.3,41.5,-8.1,-0.0912,0.74,18.8,28.5,-9.7,-5.74
Large (250+),LARGE_GE250,MT,2021,Cost too high,E_AI_BCST,41.7,45.1,-3.4,-0.4143,1.41,18.8,28.5,-9.7,-5.74
Large (250+),LARGE_GE250,MT,2021,Data availability or quality,E_AI_BDDT,41.7,44.3,-2.6,0.3716,-0.98,18.8,28.5,-9.7,-5.74
Large (250+),LARGE_GE250,MT,2021,Incompatible with existing systems,E_AI_BINC,75.0,45.7,29.3,0.0758,2.22,18.8,28.5,-9.7,-5.74
Large (250+),LARGE_GE250,MT,2021,Lack of expertise,E_AI_BLE,41.7,62.9,-21.2,0.3877,-8.22,18.8,28.5,-9.7,-5.74
Large (250+),LARGE_GE250,MT,2021,Legal consequences unclear,E_AI_BLEG,41.7,38.2,3.5,-0.1717,-0.6,18.8,28.5,-9.7,-5.74
Large (250+),LARGE_GE250,MT,2021,AI not useful for us,E_AI_BNU,16.7,12.4,4.3,0.3377,1.45,18.8,28.5,-9.7,-5.74
Large (250+),LARGE_GE250,MT,2023,Privacy and data protection,E_AI_BCDP,39.1,41.5,-2.3,-0.0912,0.21,32.5,28.8,3.8,7.99
Large (250+),LARGE_GE250,MT,2023,Cost too high,E_AI_BCST,47.8,45.1,2.8,-0.4143,-1.14,32.5,28.8,3.8,7.99
Large (250+),LARGE_GE250,MT,2023,Data availability or quality,E_AI_BDDT,43.5,44.3,-0.8,0.3716,-0.31,32.5,28.8,3.8,7.99
Large (250+),LARGE_GE250,MT,2023,Incompatible with existing systems,E_AI_BINC,43.5,45.7,-2.2,0.0758,-0.17,32.5,28.8,3.8,7.99
Large (250+),LARGE_GE250,MT,2023,Lack of expertise,E_AI_BLE,47.8,62.9,-15.0,0.3877,-5.83,32.5,28.8,3.8,7.99
Large (250+),LARGE_GE250,MT,2023,Legal consequences unclear,E_AI_BLEG,39.1,38.2,0.9,-0.1717,-0.16,32.5,28.8,3.8,7.99
Large (250+),LARGE_GE250,MT,2023,AI not useful for us,E_AI_BNU,21.7,12.4,9.4,0.3377,3.16,32.5,28.8,3.8,7.99
Large (250+),LARGE_GE250,MT,2024,Privacy and data protection,E_AI_BCDP,47.4,41.5,5.9,-0.0912,-0.54,46.7,42.0,4.7,4.75
